year	winner_all	p_winner_all	p_winner_all_postal	winner_postal
1982	UNP	0.5292619643619352	0.5897359097677444	UNP
1988	UNP	0.5042829324342653	0.46458969527646027	SLFP
1994	PA	0.6227848392547115	0.6514954115353526	PA
1999	PA	0.5111909640091751	0.4958770677638761	PA
2005	UPFA	0.5029466280828965	0.6183639614102336	UPFA
2010	UPFA	0.5788106599697334	0.6620583282991221	UPFA
2015	NDF	0.5128211007887853	0.5104493717749296	NDF
2019	SLPP	0.5224867400480467	0.5859407144193005	SLPP
